,Unnamed: 0,avg_vol_3m,change,company_name,last_price,market_cap,pe_ratio_ttm,percent_change,sector_name,symbol,volume,Apr_1_2024,Mar_1_2024,Feb_1_2024,Jan_1_2024,Dec_1_2023,Nov_1_2023,Oct_1_2023,Sep_1_2023,Aug_1_2023,Jul_1_2023,Jun_1_2023,May_1_2023,Apr_1_2023,Mar_1_2023,Feb_1_2023,Jan_1_2023,Dec_1_2022,Nov_1_2022,Oct_1_2022,Sep_1_2022,Aug_1_2022,Jul_1_2022,Jun_1_2022,May_1_2022,Apr_1_2022,Mar_1_2022,Feb_1_2022,Jan_1_2022,Dec_1_2021,Nov_1_2021,Oct_1_2021,Sep_1_2021,Aug_1_2021,Jul_1_2021,Jun_1_2021,May_1_2021,Apr_1_2021,Mar_1_2021,Feb_1_2021,Jan_1_2021,Dec_1_2020,Nov_1_2020,Oct_1_2020,Sep_1_2020,Aug_1_2020,Jul_1_2020,Jun_1_2020,May_1_2020,Apr_1_2020,Mar_1_2020,Feb_1_2020,Jan_1_2020,Dec_1_2019,Nov_1_2019,Oct_1_2019,Sep_1_2019,Aug_1_2019,Jul_1_2019,Jun_1_2019,May_1_2019,3m_change,3m_rolling_avg,3m_volatility,6m_change,6m_rolling_avg,6m_volatility,12m_change,12m_rolling_avg,12m_volatility,recommendation
816,816,1.462M,-0.24,Entergy Corporation,106.225,22654922752,9.57,-0.22%,Utilities,ETR,190937,107.45,105.68,101.57,99.76,101.19,101.41,95.59,92.5,95.25,102.7,97.37,98.2,107.58,107.74,102.87,108.28,112.5,116.27,107.14,100.63,115.3,115.13,112.64,120.32,118.85,116.75,105.21,111.77,112.65,100.34,103.02,99.31,110.61,102.92,99.7,105.26,109.29,99.47,86.81,95.33,99.84,108.85,101.22,98.53,99.14,105.13,93.81,101.82,95.51,93.97,116.91,131.52,119.8,116.39,121.48,117.36,112.84,105.62,102.93,97.07,5.7891109579600375,104.89999999999999,2.4630468935852647,5.95602011635934,102.84333333333332,2.7442161398516394,9.419551934826883,99.88916666666667,4.1758401516607675,Buy
817,817,3.044M,-0.31,FirstEnergy Corp.,37.995,21866731520,19.39,-0.80%,Utilities,FE,227562,38.21,38.62,36.61,36.68,36.66,36.94,35.6,34.18,36.07,39.39,38.88,37.39,39.8,40.06,39.54,40.95,41.94,41.24,37.71,37.0,39.55,41.1,38.39,42.96,43.31,45.86,41.85,41.96,41.59,37.66,38.53,35.62,38.87,38.32,37.21,37.91,37.92,34.69,33.14,30.76,30.61,26.56,29.72,28.71,28.59,29.0,38.78,42.26,41.27,40.07,44.53,50.79,48.6,47.69,48.32,48.23,46.0,43.97,42.81,41.24,4.370390603660206,37.81333333333333,0.8671921483859396,3.4380075798592395,37.28666666666667,0.813340163905744,2.1930997592939296,37.1025,1.4292196297280557,Buy
819,819,4.946M,-0.22,PPL Corporation,27.15,20029151232,27.15,-0.80%,Utilities,PPL,421150,27.37,27.53,26.37,26.2,27.1,26.12,24.57,23.56,24.92,27.53,26.46,26.2,28.72,27.79,27.07,29.6,29.22,29.52,26.49,25.35,29.08,29.08,27.13,30.18,28.31,28.56,26.17,29.68,30.06,27.83,28.8,27.88,29.35,28.37,27.97,29.11,29.13,28.84,26.19,27.67,28.2,28.42,27.5,27.21,27.63,26.62,25.84,27.94,25.42,24.68,30.01,36.19,35.88,34.03,33.49,31.49,29.55,29.63,31.01,29.76,3.7921880925293894,27.090000000000003,0.5132900414645376,4.785604900459417,26.78166666666667,0.5705382448958959,4.465648854961839,26.16083333333333,1.1925494981574378,Buy
820,820,1.728M,-0.62,Ameren Corporation,74.09,19745800192,16.92,-0.83%,Utilities,AEE,72233,74.38,73.96,71.19,69.57,72.34,77.59,75.71,74.83,79.27,85.67,81.67,81.07,88.97,86.39,82.71,86.87,88.92,89.32,81.52,80.55,92.62,93.12,90.36,95.19,92.9,93.76,85.95,88.74,89.01,81.59,84.29,81.0,87.72,83.92,80.04,84.2,84.84,81.36,70.27,72.72,78.06,77.78,81.12,79.08,79.11,80.24,70.36,74.73,72.75,72.83,79.0,82.05,76.8,74.33,77.7,80.05,77.15,75.69,75.11,73.34,4.48096642786908,73.17666666666666,1.415211016853041,-4.137131073591968,73.17166666666667,2.55583917508299,-8.252127790798074,76.4375,4.549747474677396,Buy
821,821,4.169M,-0.11,"CenterPoint Energy, Inc.",28.955,18331324416,21.14,-0.40%,Utilities,CNP,843774,28.78,28.49,27.5,27.94,28.57,28.27,26.88,26.85,27.89,30.09,29.15,28.21,30.47,29.46,27.82,30.12,29.99,31.11,28.61,28.18,31.53,31.69,29.58,32.05,30.61,30.64,27.35,28.36,27.91,25.91,26.04,24.6,25.09,25.46,24.52,25.3,24.49,22.65,19.44,21.09,21.64,23.19,21.13,19.35,20.07,19.01,18.67,17.78,17.03,15.45,23.02,26.48,27.27,24.56,29.07,30.18,27.69,29.01,28.63,28.44,4.654545454545459,28.256666666666664,0.5479862123164132,1.8040325433321596,28.258333333333336,0.42807385136471743,2.020560085076215,28.21833333333333,0.8780454936328119,Hold
823,823,"841,500",-1.25,Atmos Energy Corporation,117.41,17710125056,18.73,-1.05%,Utilities,ATO,40852,118.08,118.87,112.91,113.94,115.9,113.81,107.66,105.93,115.95,121.71,116.34,115.28,114.14,112.36,112.81,117.54,112.07,120.2,106.55,101.85,113.38,121.39,112.1,116.31,113.4,119.49,109.81,107.22,104.77,90.32,92.12,88.2,97.51,98.59,96.11,99.17,103.59,98.85,84.61,89.0,95.43,95.89,91.67,95.59,99.82,105.99,99.58,102.78,101.97,99.23,103.25,117.03,111.86,106.96,112.48,113.89,110.23,109.04,105.56,101.8,4.578868125055355,116.62,2.6431168469567665,3.751867146999381,115.585,2.2408238812246433,2.4288688410825787,114.69833333333332,4.233105308819466,Buy
826,826,1.953M,-0.48,Alliant Energy Corporation,49.89,12790697984,17.95,-0.95%,Utilities,LNT,130036,49.89,50.4,47.75,48.66,51.3,50.57,48.79,48.45,50.17,53.74,52.48,51.46,55.14,53.4,51.27,54.03,55.21,56.3,52.17,52.99,61.04,60.93,58.61,63.82,58.81,62.48,58.4,59.86,61.47,54.79,56.57,55.98,60.79,58.53,55.76,57.15,56.17,54.16,46.16,48.65,51.53,52.6,55.28,51.65,54.15,53.85,47.84,49.36,48.55,48.29,52.12,59.36,54.72,53.0,53.34,53.93,52.45,49.54,49.08,47.46,4.481675392670159,49.346666666666664,1.148051489360221,-1.3446707534111126,49.76166666666666,1.2044558476294962,-3.0509133307423246,50.30500000000001,1.6855735917880692,Hold
827,827,4.386M,-0.26,NiSource Inc.,27.915,12511168512,18.86,-0.94%,Utilities,NI,239184,27.91,27.66,26.06,25.97,26.55,25.64,25.16,24.68,26.76,27.84,27.35,26.89,28.46,27.96,27.43,27.75,27.42,27.94,25.69,25.19,29.51,30.4,29.49,31.45,29.12,31.8,28.93,29.18,27.61,24.51,24.67,24.23,24.65,24.77,24.5,25.5,26.02,24.11,21.6,22.15,22.94,24.2,22.97,22.0,22.16,24.45,22.74,23.83,25.11,24.97,27.02,29.31,27.84,26.45,28.04,29.92,29.55,29.69,28.8,27.85,7.099002302379132,27.209999999999997,0.8195527235429504,8.853354134165365,26.63166666666667,0.8608409970617238,3.7932316846411287,26.53916666666667,1.0156152349957912,Buy
830,830,1.783M,-0.45,"Essential Utilities, Inc.",36.09,9871192064,19.40,-1.23%,Utilities,WTRG,100498,35.9,37.05,34.78,35.86,37.35,35.61,33.46,34.33,36.9,42.29,39.91,40.74,42.7,43.65,42.78,46.73,47.73,48.24,44.22,41.38,49.15,51.94,45.85,46.26,44.76,51.13,47.11,48.74,53.69,47.27,47.07,46.08,49.63,49.12,45.7,47.8,47.13,44.75,42.06,46.3,47.29,45.28,41.2,40.25,42.5,45.35,42.24,43.76,41.79,40.7,43.01,51.94,46.94,44.27,45.33,44.83,44.29,41.95,41.37,39.54,3.220241518113851,35.91,0.9267505957196163,0.8143779837124379,36.09166666666666,0.8703144387071959,-11.880216003927352,37.01499999999999,2.5755695163076715,Hold
832,832,1.567M,0.01,OGE Energy Corp.,34.335,6885781504,16.59,+0.04%,Utilities,OGE,331535,34.04,34.3,32.91,33.24,34.93,35.05,34.2,33.33,34.05,36.15,35.91,35.28,37.54,37.66,35.72,39.32,39.55,40.46,36.63,36.46,40.54,41.08,38.56,41.3,38.68,40.78,37.55,37.92,38.38,34.32,34.07,32.96,35.41,33.75,33.65,34.5,33.56,32.36,29.27,30.52,31.86,32.39,30.77,29.99,31.86,32.9,30.36,31.32,31.52,30.73,38.1,45.85,44.47,42.06,43.06,45.38,42.87,42.95,42.56,41.56,3.4336068064418193,33.75,0.6033793720924402,-2.881597717546357,34.07833333333334,0.7945526344358116,-3.514739229024949,34.44916666666666,0.991803561979667,Hold
835,835,3.565M,-1.32,"Prologis, Inc.",101.855,94220763136,30.96,-1.28%,Real Estate,PLD,430445,104.08,130.22,133.27,126.69,133.3,114.93,100.75,112.21,124.2,124.75,122.63,124.55,125.25,124.77,123.4,129.28,112.73,117.79,110.75,101.6,124.51,132.56,117.65,127.48,160.29,161.48,145.85,156.82,168.36,150.75,144.96,125.43,134.66,128.04,119.53,117.84,116.53,106.0,99.07,103.2,99.66,100.05,99.2,100.62,101.86,105.42,93.33,91.5,89.23,80.37,84.28,92.88,89.14,91.55,87.76,85.22,83.62,80.61,80.1,73.67,-21.902903879342695,122.52333333333335,13.100713296950246,-9.440529017662932,123.74833333333333,10.778363228658094,-16.435166599759132,120.96500000000002,10.284423902193065,Sell
836,836,"500,969",-0.48,"Southwest Gas Holdings, Inc.",74.77,5356059136,35.10,-0.64%,Utilities,SWX,9059,74.25,76.13,68.15,58.68,63.35,59.11,58.61,60.41,61.93,65.94,63.65,58.53,56.0,62.45,63.01,66.93,61.88,68.46,73.07,69.75,77.85,86.96,87.08,93.13,88.11,78.29,70.94,68.18,70.05,65.81,69.25,66.88,70.31,69.93,66.19,66.01,69.72,68.71,62.35,59.96,60.75,64.25,65.72,63.1,62.87,69.64,69.05,75.95,75.8,69.56,64.68,75.51,75.97,75.76,87.3,91.04,91.23,88.91,89.62,85.14,8.950843727072625,72.84333333333333,3.406281778648902,25.613263407206905,66.61166666666666,6.845120930674311,26.858021527421833,64.06166666666665,5.788245032439069,Buy
838,838,"232,120",-0.5,"Clearway Energy, Inc.",21.26,4491217408,31.73,-2.30%,Utilities,CWEN-A,16104,21.53,21.51,20.26,22.46,25.58,23.67,20.37,19.92,23.44,24.67,27.0,27.48,28.98,30.03,29.71,32.05,29.92,32.92,32.33,29.1,34.48,34.53,31.97,32.56,28.42,33.32,30.59,30.85,33.48,34.53,32.99,28.2,29.74,26.95,25.22,25.13,26.58,26.51,26.15,28.83,29.55,27.14,26.21,24.7,24.15,22.91,20.97,20.29,18.7,17.17,20.29,20.69,19.12,18.98,17.17,17.34,16.76,17.17,16.18,14.33,6.268509378084894,21.100000000000005,0.5940258131316067,-9.040980143641743,22.50166666666667,1.7221828848554053,-21.65211062590975,23.157500000000002,2.490716513375217,Hold
839,839,"895,740",-0.47,Portland General Electric Company,43.22,4374771712,18.55,-1.08%,Utilities,POR,37407,43.29,42.0,40.17,40.93,43.34,41.06,40.02,40.48,43.86,47.67,46.83,48.73,50.62,48.89,47.8,47.58,49.0,49.23,44.94,43.46,51.67,51.34,48.33,49.25,47.33,55.15,50.77,52.54,52.92,48.67,49.31,46.99,51.35,48.9,46.08,47.94,50.86,47.47,42.16,42.29,42.77,41.38,39.3,35.5,38.15,44.13,41.81,47.11,46.79,47.94,54.41,61.5,55.79,55.51,56.88,56.37,56.89,54.85,54.17,52.86,7.76699029126213,41.82,1.2800781226159588,5.431076473453475,41.79833333333333,1.1967374630868524,-11.163554278678427,43.19833333333333,2.9164214182605512,Buy
840,840,"524,317",-0.48,New Jersey Resources Corporation,43.225,4249168896,17.79,-1.09%,Utilities,NJR,25812,43.53,42.91,41.61,40.83,44.58,42.2,40.58,40.63,42.17,44.7,47.2,48.45,51.64,53.2,51.03,49.92,49.62,49.75,44.64,38.7,44.14,46.19,44.53,45.92,43.16,45.86,43.62,40.21,41.06,36.78,37.81,34.81,37.34,38.52,39.57,42.72,41.95,39.87,39.29,35.01,35.55,33.03,29.18,27.02,30.14,31.06,32.65,35.12,33.78,33.97,35.31,41.32,44.57,42.54,43.6,45.22,45.74,49.87,49.77,47.45,4.614275414563811,42.68333333333334,0.8000555536266776,3.1516587677725076,42.60999999999999,1.2351653060758034,-10.154798761609909,43.2825,2.4410282157320515,Buy
841,841,"481,769",-1.06,"Ormat Technologies, Inc.",63.93,3860189440,30.74,-1.63%,Utilities,ORA,45871,64.57,66.19,65.15,64.68,75.79,67.32,61.54,69.92,75.94,81.3,80.46,85.1,85.81,84.77,84.52,92.55,86.48,90.43,90.45,86.2,93.48,86.54,78.35,83.96,77.7,81.83,71.35,68.16,79.3,75.5,72.33,66.61,71.13,69.74,69.53,69.05,72.4,78.53,85.67,114.16,90.28,78.81,70.87,59.11,60.87,59.5,63.49,72.81,62.41,67.66,69.68,79.26,74.52,76.85,76.56,74.29,74.27,65.55,63.39,59.04,-0.8902532617037797,65.30333333333333,0.6701906859659845,-4.0849673202614385,67.28333333333335,3.9211123705171005,-24.12455934195065,71.49666666666668,7.536718266077232,Hold
842,842,"545,940",-0.58,Black Hills Corporation,53.96,3684901632,13.80,-1.06%,Utilities,BKH,15931,54.32,54.6,52.03,51.76,53.95,51.59,48.35,50.59,55.0,60.33,60.26,60.95,65.29,63.1,61.41,72.38,70.34,71.63,65.37,67.73,75.48,77.2,72.77,76.66,73.24,77.02,69.99,67.74,70.57,64.12,66.38,62.76,70.33,67.65,65.63,65.79,68.98,66.77,59.16,59.12,61.45,60.83,56.66,53.49,56.08,57.86,56.66,61.71,61.94,64.03,72.2,83.03,78.54,76.57,78.83,76.73,76.71,79.15,78.17,76.2,4.401306938304823,53.65,1.1512022700927351,5.291723202170957,53.041666666666664,1.2689289009064124,-10.877768662838395,54.47750000000001,3.921575204344974,Buy
843,843,"438,287",-0.85,"ONE Gas, Inc.",64.08,3624967168,15.48,-1.31%,Utilities,OGS,9706,64.64,64.53,59.6,61.37,63.72,57.63,60.4,68.28,72.47,79.13,76.81,80.94,76.95,79.23,80.16,82.36,75.72,86.95,77.48,70.39,78.27,84.94,81.19,87.02,84.37,88.24,83.09,77.89,77.59,64.84,67.3,63.37,71.82,73.78,74.12,74.32,80.47,76.91,66.97,73.13,76.77,79.18,69.04,69.01,74.12,75.7,77.05,83.97,79.71,83.62,82.14,94.5,93.57,88.87,92.84,96.11,91.61,91.18,90.3,87.56,8.456375838926173,62.92333333333334,2.3503805838393252,12.16380357452715,61.915,2.6312021967154093,-20.138374104274767,67.46,7.675498898008737,Buy
844,844,"273,467",-1.15,Otter Tail Corporation,84.55,3532237056,12.08,-1.34%,Utilities,OTTR,7899,84.28,86.4,90.46,90.42,84.97,76.31,76.94,75.92,82.37,81.01,78.96,74.21,71.95,72.27,70.89,64.15,58.71,59.63,67.42,61.52,75.54,70.27,67.13,65.39,57.96,62.5,61.86,63.4,71.42,65.39,62.01,55.97,54.87,50.79,48.81,47.97,47.23,46.17,40.52,39.69,42.61,39.82,38.35,36.17,38.85,38.25,38.79,42.91,44.38,44.46,48.61,53.56,51.29,49.16,56.68,53.75,50.62,53.38,52.81,49.67,-6.831748839265966,87.04666666666667,2.5640766152533097,10.444240597562573,85.47333333333331,4.7581357226917715,13.569599784395644,81.85416666666667,5.3352670322632925,Buy
845,845,"285,980",-0.44,"ALLETE, Inc.",59.52,3432238592,13.84,-0.73%,Utilities,ALE,4439,59.96,59.64,56.64,59.11,61.16,55.48,53.54,52.8,54.9,57.43,57.97,59.57,62.38,64.37,61.19,61.86,64.51,66.2,56.27,50.05,59.18,62.07,58.78,62.02,59.34,66.98,62.94,63.83,66.35,58.63,61.54,59.52,67.42,70.32,69.98,68.89,70.36,67.19,62.13,62.84,61.94,56.24,51.58,51.74,53.96,59.3,54.61,58.73,57.56,60.68,68.99,83.48,81.17,80.11,86.06,87.41,85.73,86.95,83.21,81.89,5.861581920903955,58.74666666666667,1.495355773349235,8.07498197548667,58.665,1.9704293102434982,0.654691959039786,57.35,2.5853948763519026,Buy
846,846,"484,901",-0.39,Spire Inc.,61.66,3390276352,16.62,-0.63%,Utilities,SR,25112,61.38,61.37,59.32,56.77,62.34,61.01,55.63,56.58,58.41,63.57,63.44,64.57,67.73,70.14,70.4,72.22,68.86,74.1,69.81,62.33,69.89,75.24,74.37,78.3,72.75,71.76,67.11,65.92,65.22,59.85,62.76,61.18,66.7,70.95,72.27,71.66,75.34,73.89,66.42,61.19,64.04,63.96,56.04,53.2,58.21,61.66,65.71,72.92,72.96,74.48,75.05,84.32,83.31,77.42,84.06,87.24,84.9,82.41,83.92,83.32,3.4726904922454525,60.69,0.9687448924596539,0.606457957711858,60.365,1.8426859924215695,-4.9403747870527965,60.36583333333332,2.8628524770856685,Buy
848,848,2.52M,-1.62,American Tower Corporation,171.725,80189046784,54.17,-0.94%,Real Estate,AMT,232444,172.3,197.59,198.86,195.65,215.88,208.78,178.19,164.45,181.32,190.31,193.94,184.44,204.39,204.34,198.01,223.39,211.86,221.25,207.19,214.7,254.05,270.83,255.59,256.13,241.02,251.22,226.87,251.5,292.5,262.48,281.97,265.41,292.17,282.8,270.14,255.46,254.77,239.06,216.13,227.36,224.46,231.2,229.65,241.73,249.15,261.39,258.54,258.17,238.0,217.75,226.8,231.74,229.82,214.03,218.08,221.13,230.19,211.62,204.45,208.77,-13.356129940661774,189.58333333333334,12.23215525662678,-17.472938020883223,198.17666666666665,13.556276119282247,-6.582086315332893,190.1425,14.194170238164682,Sell
849,849,"619,698",-20.15,"Equinix, Inc.",736.69,69914976256,71.59,-2.66%,Real Estate,EQIX,82200,754.74,825.33,888.82,829.77,805.39,815.01,729.64,726.26,781.38,809.92,783.94,745.55,724.08,721.04,688.27,738.13,655.03,690.65,566.44,568.84,657.37,703.74,657.02,687.09,719.08,741.62,709.73,724.9,845.84,812.2,837.07,790.13,843.45,820.41,802.6,736.72,720.76,679.59,648.34,739.96,714.18,697.79,731.24,760.13,789.78,785.48,702.3,697.63,675.2,624.57,572.8,589.73,583.7,566.85,566.78,576.8,556.28,502.1,504.29,485.79,-15.0851691006053,822.9633333333335,54.76350629956252,-7.395001288327749,819.8433333333334,39.490772621236765,1.2326470390986595,791.3125,45.524678495112234,Sell
850,850,2.694M,-0.66,Welltower Inc.,93.04,54991011840,134.84,-0.70%,Real Estate,WELL,257726,91.61,93.44,92.16,86.51,90.17,89.1,83.61,81.92,82.88,82.15,80.89,74.61,79.22,71.69,74.12,75.04,65.55,71.03,61.04,64.32,76.65,86.34,82.35,89.09,90.81,96.14,83.29,86.63,85.77,79.62,80.4,82.4,87.53,86.86,83.1,74.77,75.03,71.63,67.9,60.6,64.62,62.98,53.77,55.09,57.52,53.56,51.75,50.67,51.23,45.78,74.82,84.91,81.78,84.57,90.69,90.65,89.56,83.12,81.53,81.22,-0.5967881944444414,92.40333333333335,0.7666521737760579,2.8170594837261564,90.49833333333333,2.2590663017174917,22.785149443774294,85.75416666666666,5.431886502148422,Buy
852,852,"713,406",-2.51,Public Storage,259.665,45750378496,23.48,-0.96%,Real Estate,PSA,69535,261.44,290.06,283.87,283.19,305.0,258.76,238.71,263.52,276.38,281.75,291.88,283.3,294.83,302.14,298.95,304.34,280.19,297.96,309.75,292.81,330.83,326.41,312.67,330.64,371.5,390.28,355.02,358.53,374.56,327.38,332.18,297.1,323.61,312.48,300.69,282.48,281.16,246.76,233.94,227.62,230.93,224.46,229.07,222.72,212.4,199.88,191.89,202.74,185.45,198.61,209.12,223.76,212.96,210.68,222.86,245.27,264.74,242.76,238.17,237.88,-7.901504209673445,278.45666666666665,12.295100198407859,1.0357087648786547,280.38666666666666,16.05236604228659,-7.716201906106606,276.4883333333334,17.184372664979332,Sell
853,853,6.181M,-0.68,Realty Income Corporation,52.99,45632339968,42.06,-1.27%,Real Estate,O,851454,53.33,54.1,52.11,54.39,57.42,53.96,47.38,49.94,56.04,60.97,59.79,59.44,62.84,63.32,63.95,67.83,63.43,63.07,62.27,58.2,68.28,73.99,68.26,68.22,69.36,69.3,66.09,69.41,71.59,67.92,69.22,62.85,69.98,68.11,64.67,66.28,67.01,61.53,58.39,57.23,60.24,58.11,56.07,58.87,60.11,58.19,57.66,53.59,53.22,48.31,70.15,75.98,71.35,74.25,79.25,74.3,71.52,67.06,66.83,67.91,2.341201304931873,53.18000000000001,0.8193086516488568,-1.1675315048183887,54.218333333333334,1.6121974306999618,-10.279273216689097,54.90583333333333,3.8966106176465147,Hold
854,854,2.056M,-2.63,"Digital Realty Trust, Inc.",137.98,43980156928,46.15,-1.87%,Real Estate,DLR,110749,135.86,144.04,146.81,140.46,134.58,138.78,124.36,121.02,131.72,124.62,113.87,102.46,99.15,98.31,104.23,114.62,100.27,112.46,100.25,99.18,123.63,132.45,129.83,139.59,146.12,141.8,134.92,149.23,176.87,167.74,157.81,144.45,163.91,154.16,150.46,151.56,154.31,140.84,134.73,143.95,139.51,134.75,144.3,146.76,155.65,160.54,142.11,143.56,149.49,138.91,120.11,122.99,119.74,120.95,127.04,129.81,123.63,114.36,117.79,117.72,-7.4586199850146375,142.23666666666665,4.648629427643754,-2.1040495748666865,140.08833333333334,4.298582776786884,32.598087058364264,129.88166666666666,12.5310513215062,Buy
855,855,2.806M,-1.34,Crown Castle Inc.,94.1,40933498880,29.41,-1.40%,Real Estate,CCI,204577,95.08,105.83,109.94,108.25,115.19,117.28,92.98,92.03,100.5,108.29,113.94,113.21,123.09,133.84,130.75,148.11,135.64,141.43,133.26,144.55,170.83,180.66,168.38,189.65,185.21,184.6,166.59,182.51,208.74,181.65,180.3,173.32,194.69,193.09,195.1,189.5,189.06,172.13,155.75,159.26,159.19,167.57,156.2,166.5,163.25,170.21,167.35,172.16,159.43,144.4,143.29,149.84,142.15,133.66,138.79,139.01,145.17,133.26,130.35,130.01,-13.516463525559397,103.61666666666667,6.265196636091232,-18.929058663028652,108.59499999999998,7.201293286625675,-16.014486352795686,106.04333333333334,8.498708071753546,Sell
856,856,2.328M,-2.25,"CoStar Group, Inc.",89.7,36628455424,97.50,-2.45%,Real Estate,CSGP,291433,85.31,96.6,87.03,83.48,87.39,83.04,73.41,76.89,81.99,83.97,89.0,79.4,76.95,68.85,70.66,77.9,77.28,81.04,82.72,69.65,69.64,72.59,60.41,60.94,63.62,66.61,61.01,70.16,79.03,77.76,86.05,86.06,84.74,88.85,82.82,85.4,85.44,82.19,82.38,89.97,92.43,91.06,82.36,84.85,84.86,84.98,71.07,65.68,64.83,58.72,66.76,65.3,59.83,61.29,54.95,59.32,61.49,61.54,55.41,50.96,-1.976330001149028,89.64666666666666,4.966637583807465,2.7336223506743687,87.14166666666667,4.529913231938208,7.443324937027702,83.95916666666666,5.738918972439166,Buy
857,857,6.27M,-0.18,VICI Properties Inc.,28.25,29468704768,11.44,-0.63%,Real Estate,VICI,1093511,28.04,29.79,29.93,30.12,31.88,29.89,27.9,29.1,30.84,31.48,31.43,30.93,33.94,32.62,33.53,34.18,32.4,34.2,32.02,29.85,32.99,34.19,29.79,30.85,29.81,28.46,27.96,28.62,30.11,27.2,29.35,28.41,30.91,31.19,31.02,31.13,31.7,28.24,28.5,25.28,25.5,25.29,22.95,23.37,22.34,21.71,20.19,19.62,17.42,16.64,25.06,26.8,25.55,24.73,23.55,22.65,22.16,21.34,22.04,22.18,-6.314734380220516,29.25333333333333,0.8598578693921198,-6.1893609902977635,29.941666666666663,1.1128853889277586,-9.34367927578403,30.110833333333332,1.2359170571774718,Hold
858,858,1.163M,-2.55,Extra Space Storage Inc.,132.09,28905916416,27.87,-1.89%,Real Estate,EXR,86938,132.74,147.0,140.97,144.44,160.33,130.17,103.59,121.58,128.68,139.57,148.85,144.27,152.04,162.93,164.65,157.83,147.18,160.69,177.44,172.71,198.73,189.52,170.12,178.2,190.0,205.6,188.15,198.19,226.73,200.0,197.37,167.99,186.91,174.14,163.82,149.81,148.69,132.55,125.7,113.79,115.86,112.73,115.95,106.99,106.55,103.34,92.37,96.75,88.24,95.76,100.36,110.68,105.62,106.05,112.27,116.82,121.92,112.39,106.1,107.16,-5.838121586153075,140.23666666666668,5.844668985969651,1.9743412460628575,142.60833333333335,9.928741807947722,-7.9919595203438,136.84916666666666,14.15107207854664,Sell
860,860,"350,670",-0.56,"NorthWestern Energy Group, Inc.",50.05,3066828800,15.54,-1.11%,Utilities,NWE,8684,50.4,50.93,47.92,48.12,50.89,50.31,48.01,48.06,50.4,56.47,56.76,56.59,58.62,57.86,57.78,56.8,59.34,58.41,52.83,49.28,52.98,55.45,58.93,61.27,56.69,60.49,60.48,58.12,57.16,55.3,56.86,57.3,63.6,61.99,60.22,63.35,68.03,65.2,58.48,54.47,58.31,58.0,52.13,48.64,51.64,56.26,54.52,60.12,57.69,59.83,70.34,76.97,71.67,71.57,72.52,75.05,72.44,69.92,72.15,70.94,5.175292153589309,49.75,1.3119705281242653,0.17889087656528782,49.76166666666666,1.2538662430879763,-10.938328326559471,51.23833333333334,3.2944722221051164,Hold
862,862,"425,853",-1.1,"MGE Energy, Inc.",77.87,2817017344,23.96,-1.39%,Utilities,MGEE,13278,77.4,78.72,63.19,64.49,72.31,73.75,71.63,68.51,72.43,80.24,79.11,71.76,76.61,77.67,70.78,73.11,70.4,72.01,68.09,65.63,77.02,81.38,77.83,79.37,77.87,79.79,72.02,77.43,82.25,72.59,75.89,73.5,80.54,78.12,74.44,75.02,74.81,71.39,63.7,63.68,70.03,68.67,65.02,62.66,64.99,66.33,64.51,67.89,64.66,65.47,71.34,79.93,78.82,77.52,77.04,79.87,75.85,74.15,73.08,66.24,22.487735401171086,73.10333333333334,7.030468610902755,4.9491525423728895,71.64333333333333,5.926352635099904,7.859531772575251,72.795,5.282976591531205,Sell
863,863,"531,006",-0.24,Avista Corporation,35.553,2779747072,15.87,-0.66%,Utilities,AVA,23717,35.35,35.02,33.2,34.01,35.74,33.95,31.69,32.37,33.29,38.64,39.27,41.35,44.07,42.45,41.12,39.9,44.34,41.28,41.03,37.05,40.63,42.26,43.51,43.44,40.57,45.15,44.63,44.46,42.49,38.51,39.81,39.12,41.85,42.83,42.67,45.33,46.02,47.75,40.21,37.48,40.14,37.52,33.22,34.12,36.86,37.13,36.39,39.17,43.04,42.49,47.15,50.85,48.09,47.28,48.03,48.44,46.9,46.03,44.6,41.76,6.475903614457826,34.52333333333333,0.9453864583098041,4.123711340206182,34.54500000000001,0.8898454922063719,-14.510278113663844,35.32333333333334,2.8481085341366867,Hold
864,864,1.325M,-0.53,"NextEra Energy Partners, LP",29.1,2721993472,22.05,-1.79%,Utilities,NEP,145197,27.46,30.08,27.47,29.85,30.41,23.54,27.07,29.7,49.88,54.45,58.64,59.92,57.51,60.75,66.26,73.3,70.09,80.49,74.07,72.31,82.09,82.74,74.16,71.65,66.66,83.36,78.01,75.22,84.4,85.05,86.3,75.36,79.93,77.53,76.36,68.37,74.55,72.88,72.64,81.5,67.05,63.47,62.8,59.96,60.32,62.2,51.28,51.11,50.29,43.0,57.67,56.77,52.65,53.13,52.7,52.84,51.25,48.64,48.25,44.25,-0.03640334910811071,28.336666666666662,1.2327295819530821,16.652506372132546,28.134999999999994,2.3773847676245707,-54.17222963951935,37.372499999999995,13.290610172223095,Buy
